subject_id,tpd_pre,tpd_anti_shia_pre,tpd_post,tpd_anti_shia_post,week_pre,week_anti_shia_pre,week_post,week_anti_shia_post,two_weeks_pre,two_weeks_anti_shia_pre,two_weeks_post,two_weeks_anti_shia_post,month_pre,month_anti_shia_pre,month_post,month_anti_shia_post,treatment_date,treatment_num,treatment_text,followers_count,anti_shia_friends_count,loc_qual,gcc,yemen,iraq,syria,conflict
517,72,0,22,0,34,0,71,0,36,0,25,0,63,2,38,0,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2154,100,Palestine,FALSE,FALSE,FALSE,FALSE,0
518,0,0,1,0,30,0,23,0,61,0,21,0,122,1,NA,NA,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,224,4,Oman,FALSE,FALSE,FALSE,FALSE,0
519,6,0,1,0,21,0,18,0,23,1,13,0,48,1,27,1,2/9/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,411,253,Saudi,TRUE,FALSE,FALSE,FALSE,0
520,12,1,10,0,51,19,34,2,63,24,52,4,63,29,72,8,2/9/18,5,هذا الكلام الطائفي يزرع الفتنة.,231,137,Yemen,FALSE,TRUE,FALSE,FALSE,1
521,4,4,2,1,14,9,10,2,26,14,14,2,30,15,27,8,2/9/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,83,5,GCC,TRUE,FALSE,FALSE,FALSE,0
522,105,0,102,0,204,0,216,2,215,0,92,5,302,0,150,3,2/9/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,267,166,Yemen,FALSE,TRUE,FALSE,FALSE,1
523,9,0,9,0,12,0,39,1,43,0,68,2,102,0,89,2,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,633,8,Lebanon,FALSE,FALSE,FALSE,FALSE,0
524,3,0,5,0,10,0,14,0,0,0,0,0,23,0,NA,NA,2/10/18,0,NA,1237,196,NA,FALSE,FALSE,FALSE,FALSE,0
525,27,5,26,5,103,17,80,10,208,37,274,37,220,40,328,50,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,42,24,Saudi,TRUE,FALSE,FALSE,FALSE,0
526,12,0,13,0,66,0,13,0,24,2,35,3,40,5,NA,NA,2/10/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,23,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
527,5,2,8,1,123,11,18,3,184,14,56,3,234,40,257,3,2/10/18,0,NA,35,20,NA,FALSE,FALSE,FALSE,FALSE,0
528,23,0,35,0,57,1,43,0,50,1,25,1,104,1,125,0,2/10/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,882,348,Saudi,TRUE,FALSE,FALSE,FALSE,0
529,10,0,19,0,34,1,24,0,52,2,53,0,74,2,117,0,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1784,180,Yemen,FALSE,TRUE,FALSE,FALSE,1
530,28,0,34,5,76,2,98,11,156,3,184,15,277,4,287,17,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,9,4,GCC,TRUE,FALSE,FALSE,FALSE,0
531,5,0,8,0,67,2,47,2,129,2,113,2,201,4,NA,NA,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1085,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
532,8,0,1,0,66,0,13,0,139,4,71,3,304,17,231,16,2/10/18,0,NA,10,12,Saudi,TRUE,FALSE,FALSE,FALSE,0
533,14,0,13,0,81,1,46,0,198,1,121,0,322,2,170,0,2/10/18,0,NA,85,216,Yemen,FALSE,TRUE,FALSE,FALSE,1
534,7,0,1,0,18,0,11,0,25,1,24,0,91,1,39,0,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1958,277,Saudi,TRUE,FALSE,FALSE,FALSE,0
535,36,1,5,0,83,2,78,0,210,2,218,6,210,2,571,7,2/10/18,0,NA,316,26,GCC,TRUE,FALSE,FALSE,FALSE,0
536,32,1,5,1,51,1,35,1,60,1,37,1,123,1,37,1,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,81,13,Yemen,FALSE,TRUE,FALSE,FALSE,1
537,6,0,6,0,66,2,50,2,131,2,113,2,222,4,247,15,2/10/18,0,NA,102,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
538,0,0,1,0,1,0,6,0,6,0,36,0,14,0,74,1,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,105,55,Turkey,FALSE,FALSE,FALSE,FALSE,0
539,37,2,0,0,126,3,0,0,175,3,0,0,351,5,0,0,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,23,73,Syria,FALSE,FALSE,FALSE,TRUE,1
540,0,0,1,0,7,0,2,1,14,2,14,3,34,9,NA,NA,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,23,3,Yemen,FALSE,TRUE,FALSE,FALSE,1
541,1,0,8,0,23,5,33,0,36,5,64,7,79,5,82,12,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,23,8,NA,FALSE,FALSE,FALSE,FALSE,0
542,0,0,0,0,0,0,0,0,0,0,45,0,0,0,99,0,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,964,305,Saudi,TRUE,FALSE,FALSE,FALSE,0
543,65,1,59,5,229,26,237,13,216,31,280,23,781,53,516,24,2/10/18,0,NA,74,45,Turkey,FALSE,FALSE,FALSE,FALSE,0
544,0,0,0,0,0,0,0,0,0,0,52,0,0,0,139,5,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,41,7,Kuwait,TRUE,FALSE,FALSE,FALSE,0
545,0,0,0,0,0,0,4,0,0,0,76,6,0,0,294,19,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,16,62,Libya,FALSE,FALSE,FALSE,FALSE,0
546,25,5,16,0,76,7,107,4,161,14,132,4,359,5,226,0,2/10/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,62,28,GCC,TRUE,FALSE,FALSE,FALSE,0
547,3,0,4,0,13,0,13,0,20,0,30,0,45,0,62,0,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,22,4,Egypt,FALSE,FALSE,FALSE,FALSE,0
548,28,0,91,0,56,0,155,0,48,0,207,0,207,0,358,0,2/10/18,0,NA,3152,104,GCC,TRUE,FALSE,FALSE,FALSE,0
549,0,0,5,0,11,0,7,0,15,0,22,0,34,0,86,0,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,5485,100,Saudi,TRUE,FALSE,FALSE,FALSE,0
550,14,1,15,1,31,5,47,2,42,7,65,2,54,9,101,2,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,9,14,GCC,TRUE,FALSE,FALSE,FALSE,0
551,7,2,5,0,14,2,22,0,24,7,54,0,64,12,45,0,2/10/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,20,1,NA,FALSE,FALSE,FALSE,FALSE,0
552,18,0,10,0,32,0,20,0,48,2,50,2,109,0,89,1,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,89,15,Saudi,TRUE,FALSE,FALSE,FALSE,0
553,0,0,0,0,5,0,4,0,3,0,3,0,5,4,27,0,2/10/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,201,24,Saudi,TRUE,FALSE,FALSE,FALSE,0
554,0,0,0,0,0,0,0,0,0,0,58,0,0,0,385,1,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,1521,466,Yemen,FALSE,TRUE,FALSE,FALSE,1
555,3,0,1,0,0,0,3,0,0,0,6,0,8,0,23,0,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,196,70,Yemen,FALSE,TRUE,FALSE,FALSE,1
556,9,0,24,0,73,0,49,0,168,1,106,0,295,1,159,0,2/10/18,0,NA,1087,142,Saudi,TRUE,FALSE,FALSE,FALSE,0
557,4,0,2,0,27,0,56,2,54,0,56,2,139,4,145,8,2/10/18,0,NA,665,39,GCC,TRUE,FALSE,FALSE,FALSE,0
558,0,0,0,0,0,0,0,0,5,0,6,0,14,0,19,5,2/10/18,0,NA,79,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
559,23,7,17,6,69,15,63,22,53,25,56,40,119,25,117,40,2/10/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,13,38,Syria,FALSE,FALSE,FALSE,TRUE,1
560,77,0,67,0,151,0,204,0,160,0,232,0,304,0,389,0,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,3261,259,Saudi,TRUE,FALSE,FALSE,FALSE,0
561,3,0,6,0,5,0,6,0,2,0,2,0,16,0,NA,NA,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,26,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,242,6,GCC,TRUE,FALSE,FALSE,FALSE,0
563,7,0,15,3,15,0,32,4,39,2,54,8,59,5,79,13,2/10/18,0,NA,29,68,Yemen,FALSE,TRUE,FALSE,FALSE,1
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,4336,489,GCC,TRUE,FALSE,FALSE,FALSE,0
565,2,0,1,0,4,0,2,0,5,0,4,1,20,0,26,4,2/10/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,340,304,Yemen,FALSE,TRUE,FALSE,FALSE,1
566,12,1,12,0,32,1,57,1,74,3,64,6,148,5,211,2,2/10/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,998,237,GCC,TRUE,FALSE,FALSE,FALSE,0
567,4,0,8,1,13,0,20,1,29,0,38,1,64,1,117,1,2/10/18,5,هذا الكلام الطائفي يزرع الفتنة.,261,28,Saudi,TRUE,FALSE,FALSE,FALSE,0
568,6,0,3,0,8,0,5,0,15,0,25,0,48,2,47,0,2/10/18,0,NA,721,48,GCC,TRUE,FALSE,FALSE,FALSE,0
569,0,0,1,0,5,0,2,0,5,0,1,0,10,0,14,0,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,667,53,GCC,TRUE,FALSE,FALSE,FALSE,0
570,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,7,23,GCC,TRUE,FALSE,FALSE,FALSE,0
571,77,0,53,0,168,0,156,0,182,0,203,0,423,0,309,0,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2008,239,Egypt,FALSE,FALSE,FALSE,FALSE,0
572,2,0,1,0,1,0,2,0,4,0,34,0,7,0,30,0,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,9558,113,NA,FALSE,FALSE,FALSE,FALSE,0
573,23,0,1,0,44,0,33,0,65,0,43,0,115,3,85,0,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,106,94,NA,FALSE,FALSE,FALSE,FALSE,0
574,26,5,0,0,32,5,33,0,20,5,23,0,42,5,29,0,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,15,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
575,4,0,4,0,7,1,10,0,9,1,12,0,35,1,39,0,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3629,361,GCC,TRUE,FALSE,FALSE,FALSE,0
576,2,1,3,1,5,1,2,1,11,4,4,1,18,8,13,1,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,1858,181,GCC,TRUE,FALSE,FALSE,FALSE,0
577,0,0,1,0,0,0,4,0,0,0,6,0,0,0,12,1,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,4,29,Kuwait,TRUE,FALSE,FALSE,FALSE,0
578,11,0,6,0,33,0,14,0,60,0,32,0,139,1,59,2,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1609,269,GCC,TRUE,FALSE,FALSE,FALSE,0
579,52,0,30,0,116,0,276,3,170,0,239,3,224,0,336,6,2/11/18,0,NA,2648,284,Saudi,TRUE,FALSE,FALSE,FALSE,0
580,2,1,6,0,11,0,18,0,15,0,37,1,44,0,NA,NA,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2253,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
581,32,0,16,0,114,1,263,4,198,1,226,5,238,1,211,5,2/11/18,0,NA,47,1,Bahrain,TRUE,FALSE,FALSE,FALSE,0
582,4,1,2,0,10,1,4,0,18,1,10,0,38,2,NA,NA,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1166,724,Yemen,FALSE,TRUE,FALSE,FALSE,1
583,1,0,5,0,14,0,20,0,10,0,39,1,11,0,NA,NA,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,104,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
584,124,0,38,0,306,0,237,0,713,0,372,0,713,0,683,0,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,242,77,Yemen,FALSE,TRUE,FALSE,FALSE,1
585,11,0,14,0,12,0,30,0,18,0,25,0,50,2,NA,NA,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2240,63,Saudi,TRUE,FALSE,FALSE,FALSE,0
586,8,0,8,0,45,0,33,1,96,0,73,1,104,3,135,1,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,300,13,Canada,FALSE,FALSE,FALSE,FALSE,0
587,5,0,1,0,11,0,12,0,18,1,13,0,23,8,30,0,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,36,20,GCC,TRUE,FALSE,FALSE,FALSE,0
588,6,0,3,0,53,0,11,0,120,0,76,0,261,3,164,0,2/11/18,0,NA,4412,219,Saudi,TRUE,FALSE,FALSE,FALSE,0
589,4,0,NA,NA,5,0,NA,NA,3,0,NA,NA,13,0,NA,NA,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,279,153,Lebanon,FALSE,FALSE,FALSE,FALSE,0
590,23,4,25,0,43,4,35,4,23,4,65,4,102,4,274,14,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2523,1,Iraq,FALSE,FALSE,TRUE,FALSE,1
591,3,1,2,0,15,1,4,0,29,1,7,1,33,1,27,2,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,103,34,Saudi,TRUE,FALSE,FALSE,FALSE,0
592,1,0,4,0,29,0,23,0,15,0,12,0,123,0,172,0,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,1693,257,GCC,TRUE,FALSE,FALSE,FALSE,0
593,1,0,0,0,6,0,5,0,4,0,3,0,15,0,20,4,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,20,6,Yemen,FALSE,TRUE,FALSE,FALSE,1
594,5,1,2,0,6,1,3,0,10,1,4,0,26,1,8,0,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,122,494,US,FALSE,FALSE,FALSE,FALSE,0
595,31,0,32,0,102,0,103,0,139,0,170,0,261,0,431,0,2/11/18,0,NA,284,10,Qatar,TRUE,FALSE,FALSE,FALSE,0
596,10,0,3,0,17,0,10,0,29,0,22,0,72,5,55,0,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,126,25,Saudi,TRUE,FALSE,FALSE,FALSE,0
597,0,0,3,0,14,0,25,0,28,0,32,0,65,0,59,0,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1489,20,Saudi,TRUE,FALSE,FALSE,FALSE,0
598,5,0,15,0,19,4,7,0,16,2,NA,NA,53,2,NA,NA,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1085,65,Iraq,FALSE,FALSE,TRUE,FALSE,1
599,18,2,10,4,68,3,64,6,96,11,NA,NA,119,11,NA,NA,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,65,73,Syria,FALSE,FALSE,FALSE,TRUE,1
600,70,0,38,0,202,0,103,0,461,0,308,0,634,5,874,0,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,189,20,GCC,TRUE,FALSE,FALSE,FALSE,0
601,51,2,61,0,190,2,139,4,219,2,223,2,318,2,451,0,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,28,1,US,FALSE,FALSE,FALSE,FALSE,0
602,5,1,22,0,21,1,54,0,39,1,56,0,45,1,57,0,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,10,17,Brasil,FALSE,FALSE,FALSE,FALSE,0
603,3,0,3,0,11,0,13,0,23,0,25,0,44,0,NA,NA,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,677,1,NA,FALSE,FALSE,FALSE,FALSE,0
604,15,2,8,0,50,2,20,0,32,2,NA,NA,58,2,NA,NA,2/11/18,0,NA,154,85,Yemen,FALSE,TRUE,FALSE,FALSE,1
605,61,2,19,0,98,2,37,0,126,2,37,0,272,2,42,0,2/11/18,5,هذا الكلام الطائفي يزرع الفتنة.,871,55,Saudi,TRUE,FALSE,FALSE,FALSE,0
606,5,2,NA,NA,6,1,NA,NA,7,0,NA,NA,10,2,NA,NA,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,190,1,Syria,FALSE,FALSE,FALSE,TRUE,1
607,2,0,4,0,2,0,3,0,5,0,4,0,44,0,25,0,2/11/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,210,46,Lebanon,FALSE,FALSE,FALSE,FALSE,0
608,9,1,3,0,23,2,9,0,12,2,26,0,43,2,46,0,2/11/18,0,NA,11,6,Syria,FALSE,FALSE,FALSE,TRUE,1
609,19,0,69,0,99,0,121,0,240,6,230,0,449,9,397,0,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,18,2,Oman,FALSE,FALSE,FALSE,FALSE,0
610,4,0,3,0,11,0,13,0,9,0,14,0,32,0,NA,NA,2/11/18,5,NA,98,86,NA,FALSE,FALSE,FALSE,FALSE,0
611,0,0,0,0,0,0,0,0,0,0,0,0,34,0,12,7,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,366,159,Yemen,FALSE,TRUE,FALSE,FALSE,1
612,2,0,5,0,6,0,8,0,11,0,9,1,26,1,NA,NA,2/11/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,104,1,NA,FALSE,FALSE,FALSE,FALSE,0
613,27,0,31,1,90,0,33,1,111,0,27,1,112,0,123,1,2/11/18,0,NA,156,64,Saudi,TRUE,FALSE,FALSE,FALSE,0
614,32,0,17,0,123,1,38,0,164,2,113,6,332,1,191,4,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,247,245,Yemen,FALSE,TRUE,FALSE,FALSE,1
615,34,2,20,1,74,2,79,2,121,2,211,7,378,2,437,11,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3454,222,Saudi,TRUE,FALSE,FALSE,FALSE,0
616,4,0,20,0,15,2,46,0,34,2,107,0,143,7,157,0,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,53,14,Kuwait,TRUE,FALSE,FALSE,FALSE,0
617,20,0,16,0,57,1,52,2,98,2,116,3,148,5,159,4,2/11/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,632,212,Saudi,TRUE,FALSE,FALSE,FALSE,0
618,18,4,23,0,53,6,96,3,114,10,NA,NA,137,11,NA,NA,2/11/18,0,NA,3191,162,GCC,TRUE,FALSE,FALSE,FALSE,0
619,0,0,NA,NA,4,0,NA,NA,5,0,NA,NA,14,0,NA,NA,2/11/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2505,1,US,FALSE,FALSE,FALSE,FALSE,0
620,1,0,2,0,1,0,0,0,1,0,5,0,10,4,7,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,48,19,Morocco,FALSE,FALSE,FALSE,FALSE,0
621,5,0,8,0,0,0,12,0,0,0,14,0,19,0,20,0,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1581,80,GCC,TRUE,FALSE,FALSE,FALSE,0
622,14,1,0,0,22,2,3,0,65,2,43,1,122,4,140,5,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,1276,218,Saudi,TRUE,FALSE,FALSE,FALSE,0
623,3,2,2,0,5,2,26,6,2,2,23,13,25,2,42,13,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,633,499,Saudi,TRUE,FALSE,FALSE,FALSE,0
624,25,2,3,0,45,2,33,1,55,4,42,8,102,4,121,16,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1648,293,Saudi,TRUE,FALSE,FALSE,FALSE,0
625,4,1,2,0,10,1,4,0,18,1,10,0,38,2,31,0,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,638,60,Kuwait,TRUE,FALSE,FALSE,FALSE,0
626,8,1,7,0,44,7,17,0,33,8,39,4,54,8,74,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,69,13,GCC,TRUE,FALSE,FALSE,FALSE,0
627,0,0,0,0,34,0,52,0,165,0,142,1,262,0,320,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,5612,156,Saudi,TRUE,FALSE,FALSE,FALSE,0
628,2,0,0,0,4,0,5,0,2,0,3,0,24,0,28,7,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,211,75,Syria,FALSE,FALSE,FALSE,TRUE,1
629,0,0,1,0,3,0,4,0,5,4,6,0,8,0,NA,NA,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,152,1,NA,FALSE,FALSE,FALSE,FALSE,0
630,17,0,17,0,35,0,36,0,64,0,55,0,115,0,116,0,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,100,50,GCC,TRUE,FALSE,FALSE,FALSE,0
631,0,0,1,0,3,0,2,0,1,0,3,0,5,0,8,0,2/13/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,7168,70,UAE,TRUE,FALSE,FALSE,FALSE,0
632,78,0,94,0,188,0,308,1,74,0,162,1,243,0,323,2,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,965,96,GCC,TRUE,FALSE,FALSE,FALSE,0
633,0,0,0,0,0,0,0,0,8,0,10,1,23,0,47,11,2/13/18,0,NA,510,57,Saudi,TRUE,FALSE,FALSE,FALSE,0
634,0,0,2,0,5,0,2,0,3,0,1,0,10,0,7,0,2/13/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,111,23,GCC,TRUE,FALSE,FALSE,FALSE,0
635,60,2,27,2,87,2,72,2,127,3,109,2,229,3,209,2,2/13/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,132,18,GCC,TRUE,FALSE,FALSE,FALSE,0
636,1,0,2,0,4,0,6,0,5,0,2,0,24,0,23,5,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,911,40,Saudi,TRUE,FALSE,FALSE,FALSE,0
637,11,0,14,0,12,0,30,0,18,0,50,0,62,2,51,0,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,1559,681,Saudi,TRUE,FALSE,FALSE,FALSE,0
638,20,0,9,0,56,0,38,0,42,0,35,2,52,0,76,2,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,153,19,Kuwait,TRUE,FALSE,FALSE,FALSE,0
639,0,0,0,0,2,0,3,0,0,0,0,0,14,0,17,1,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,35,5,GCC,TRUE,FALSE,FALSE,FALSE,0
640,0,0,0,0,1,0,2,0,1,0,1,0,3,0,4,0,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,31,8,Saudi,TRUE,FALSE,FALSE,FALSE,0
641,0,0,0,0,4,0,3,0,3,0,2,0,10,0,19,1,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,321,66,NA,FALSE,FALSE,FALSE,FALSE,0
642,6,0,10,0,38,0,29,0,24,0,27,0,53,0,66,0,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1287,143,Yemen,FALSE,TRUE,FALSE,FALSE,1
643,3,0,3,0,11,0,13,0,23,0,25,0,44,0,53,0,2/13/18,5,هذا الكلام الطائفي يزرع الفتنة.,432,10,GCC,TRUE,FALSE,FALSE,FALSE,0
644,102,1,51,1,218,1,324,2,320,3,464,3,728,6,1345,8,2/13/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,4258,628,Saudi,TRUE,FALSE,FALSE,FALSE,0
645,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2/13/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,87,19,GCC,TRUE,FALSE,FALSE,FALSE,0
